trial,discrim,success,failure reason,time in homezone,pull duration,reward duration,joystick_zone_enter,joystick_zone_exit,discrim_delay,go_cue_delay,homezone_enter_ts,DiscrimDisplay,GoCue_Display,ExitHomeZone,JoystickPull,JoystickRelease,water_dispense,joystick_zone_enter,joystick_zone_exit
57,bOval,FALSE,hand removed from homezone before cue,0,0,0,,,0.6913699609406168,0.9744336818046497,615.5021749999869,,,,606.5104249999858,612.4404249999934,,,
58,bOval,FALSE,joystick pulled for incorrect amount of time,0,1.5923873529999355,0,79621.755,,0.736709527,0.665084059,629.8524999999936,630.6092156119848,631.2869523729896,631.8187749999925,631.9204249999893,633.5004249999911,,628.652425,629.5854749999853
59,sun,TRUE,,0,2.680388178,0.7066666666748159,79636.67165,,0.9492926837198121,0.9101279084601397,647.1358499999915,640.7483697349962,641.6742363919911,,643.7704249999952,646.4504249999882,646.9979504979856,643.5690749999922,646.4357249999885
60,monkey3,TRUE,,0,5.367830837999918,1,79643.68843,,0.5070789730523646,0.3591792099140594,656.3529499999859,649.2438366829883,649.6160742909851,,650.2904249999847,655.6794249999948,656.1781545189879,650.5858499999886,656.0711499999888
61,bOval,TRUE,,0,0.6880214090000436,0.4942857142837186,79653.92185,,0.9161471793694311,0.776494901,661.7195,659.1764428169845,660.0076992059912,,660.5704249999835,661.2404249999818,661.9465580929827,660.8192749999871,661.4030499999935
62,bOval,TRUE,,0,0.6617527070000051,0.4714285714219191,79659.20563,,0.7668861197935875,0.49478194091336375,666.6862499999843,664.2384028529923,664.7400686839974,,665.5804249999928,666.230425,666.8662744379981,666.1030499999906,666.4031499999837
63,sun,TRUE,,0,2.3870858299999327,0.5783333333204306,79663.372,,0.5826874145093611,0.9399391504035299,673.1532749999897,668.9413635669916,669.8874315,,670.0394249999954,672.4494249999843,672.9491430539929,670.2694249999913,672.6530749999947
64,sun,FALSE,joystick pulled for incorrect amount of time,0,0.8710139640000989,0,79669.8058,,0.8186076990283808,0.33153775601686536,678.68655,675.4039986839925,675.7755381,,676.4704249999922,677.3304249999928,,676.7032249999902,678.3882999999914
65,monkey3,TRUE,,0,5.211613607000004,1,79678.68918,,0.6224200159966731,0.5792283168325809,691.2202999999863,684.2167699729907,684.8214265459828,,685.3204249999835,690.5394249999954,691.0380054,685.5865999999951,690.9536999999837
66,monkey3,TRUE,,0,5.52105425,1,79688.45643,,0.5370013135413914,0.6293866450821612,700.9703249999875,693.6376040379982,694.2840392499929,,694.7394249999925,700.2404249999818,700.7449545080017,695.35385,700.6701999999932
67,bOval,TRUE,,0,1.1285050739999178,0.3799999999946781,79698.95638,,0.7145385332350451,0.6991445474806633,707.1702249999944,703.5281549829815,704.2327506019792,,705.6094249999878,706.7394249999925,707.2612245429773,705.8537999999826,706.6037999999826
68,sun,TRUE,,0,3.029406214000005,0.2983333333346917,79704.223,,0.5007020562262339,0.881851875,714.5705499999895,709.2105519079923,710.1008724669955,,710.9494249999843,713.9794249999832,714.5377174169844,711.1204249999864,714.0539999999892
69,bOval,TRUE,,0,0.7477307569999994,0.5857142857142856,79711.47298,,0.586584372,0.9247230857331901,719.3706499999826,716.4411050589988,717.3733624869928,,718.1504249999853,718.9004249999853,719.4224065799935,718.3703999999852,718.9871999999887
70,bOval,TRUE,,0,0.6992192289999366,0.5400000000073175,79716.17315,,0.5168473245169447,0.9735643447725326,724.1206999999849,721.5555064619984,722.5532681529876,,722.8394249999837,723.5494249999902,724.0486238960002,723.0705749999906,723.8395249999885
71,sun,TRUE,,0,2.116867061999983,0.20499999999592544,79722.45675,,0.8950663211953935,0.32509714290703495,731.8374499999918,726.5593261599861,726.8909585939982,,729.1794249999948,731.2694249999913,731.8243718,729.3541749999858,731.3709999999846
72,sun,FALSE,joystick pulled for incorrect amount of time,0,0.6590237420000449,0,79729.15705,,0.96634714,0.6546576766420322,737.1876749999938,734.0714524489886,734.756309,,735.7904249999847,736.4504249999882,,736.0544749999826,736.9209749999864
73,bOval,TRUE,,0,1.0309329169999728,0.48285714286446035,79740.67375,,0.8087511822631696,0.942118945,748.6046999999817,743.5288600019849,744.4725738339912,,747.1794249999948,748.2194249999884,748.7625468009937,747.571175,748.2045999999827
74,bOval,TRUE,,0,0.6904247909999413,0.5057142857229336,79746.09043,,0.6765264023896802,0.6861227111967039,753.9550249999884,750.9539184379828,751.6664586159895,,752.7294249999832,753.4094249999907,753.9526788289804,752.9878499999904,753.5379749999847
75,monkey3,TRUE,,0,5.463614286999928,1,79750.77388,,0.814841642,0.794816976,,756.2883327,757.1020073749823,,757.3394249999837,762.7794249999861,763.3469214,757.6712999999872,
76,sun,FALSE,joystick not pulled within MaxTimeAfterSound,0,0,0,,,0.7312230788579348,0.8675291996668884,766.8550249999826,767.5528415469889,768.4391644529824,,757.3394249999837,762.7794249999861,,,
77,bOval,TRUE,,0,1.1212966400000823,0.3799999999946781,79785.07453,,0.6878243146331808,0.7332170422784756,793.3557249999867,785.4600423529919,786.2152364229842,,791.5784249999851,792.7084249999898,793.2546641379886,791.9719499999919,792.7055499999842
78,bOval,TRUE,,0,0.749093814,0.5742857142917013,79791.07475,,0.8774311944622541,0.6929274252732375,799.0059499999916,795.5278655999864,796.2306907569873,,797.7194249999884,798.4594249999936,798.9810204729874,797.972175,798.5077499999898
79,sun,TRUE,,0,2.479280172000017,0.6833333333333333,79797.1749,,0.6169720368266284,0.6596200810493934,807.0223499999847,801.2197133099835,801.9180917829945,,803.8494249999931,806.3494249999931,806.8623507229931,804.0723249999864,806.4388749999925
80,bOval,TRUE,,0,0.9002431320000142,0.642857143,79804.27488,,0.5949151068285337,0.5591701909106545,812.3726249999891,809.1756367579801,809.7580331149802,,810.9784249999939,811.878425,812.4077461059787,811.1722999999911,811.9889749999857
81,bOval,FALSE,joystick pulled for incorrect amount of time,0,1.5275279840000167,0,79809.7916,,0.6610991863920359,0.8881747858793974,818.3726999999926,814.7961670509831,815.7104336149932,,816.4594249999936,817.9594249999936,,816.6890249999851,817.9224249999825
82,monkey3,TRUE,,0,5.042290391000051,1,79819.5588,,0.9151827046419623,0.4749388445885416,824.1061749999935,825.1747825609928,825.6730950619967,,826.1294249999919,831.1684249999817,831.6866788719926,826.4562249999872,
83,sun,FALSE,hand removed from homezone before cue,0,0,0,79826.07538,,0.6122716165277529,0.5954744571903061,834.156525,,,,832.1884249999857,833.6394249999867,,832.9727999999886,833.8729499999899
84,bOval,TRUE,,0,1.1650752460000149,0.32285714286512557,79835.80905,,0.6509124360671685,0.8268253146610731,844.1230499999947,840.7784988399944,841.6399297839962,,842.4594249999936,843.6394249999867,844.1540823659889,842.7064749999845,843.5395249999856
85,bOval,TRUE,,0,0.9641770709999946,0.5857142857176119,79840.9591,,0.7769555259411953,0.5561342091696373,848.9067749999813,846.3195138959854,846.8882266589935,,847.6184249999933,848.5684249999904,849.1205794809939,847.856525,848.5898249999882
86,monkey3,TRUE,,0,5.699307609000016,1,79846.00943,,0.8611618411949398,0.588872303,859.1069749999879,851.5749002419907,852.1808143849921,,852.6484249999921,858.329425,858.8787096,852.9068499999848,858.7900999999838
